DefaultDisturbanceTypeId,DefaultEcoBoundaryId,AnnualOrder,DMId,Name,Description
176,16,1,99,generic 60% mortality - Taiga Shield East ecozone,generic 60% mortality - Disturbance Matrix for the Taiga Shield East ecozone
176,17,1,99,generic 60% mortality - Boreal Shield East ecozone,generic 60% mortality - Disturbance Matrix for the Boreal Shield East ecozone
176,18,1,99,generic 60% mortality - Praires ecozone,generic 60% mortality - Disturbance Matrix for the Praires ecozone
177,4,1,100,generic 65% mortality - Taiga Plains ecozone,generic 65% mortality - Disturbance Matrix for the Taiga Plains ecozone
177,5,1,100,generic 65% mortality - Taiga Shield West ecozone,generic 65% mortality - Disturbance Matrix for the Taiga Shield West ecozone
177,6,1,100,generic 65% mortality - Boreal Shield West ecozone,generic 65% mortality - Disturbance Matrix for the Boreal Shield West ecozone
177,7,1,100,generic 65% mortality - Atlantic Maritime ecozone,generic 65% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
177,8,1,100,generic 65% mortality - Mixedwood Plains ecozone,generic 65% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
177,9,1,100,generic 65% mortality - Boreal Plains ecozone,generic 65% mortality - Disturbance Matrix for the Boreal Plains ecozone
177,10,1,100,generic 65% mortality - Praires ecozone,generic 65% mortality - Disturbance Matrix for the Praires ecozone
177,11,1,100,generic 65% mortality - Taiga Cordillera ecozone,generic 65% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
177,12,1,100,generic 65% mortality - Boreal Cordillera ecozone,generic 65% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
177,13,1,100,generic 65% mortality - Pacific Maritime ecozone,generic 65% mortality - Disturbance Matrix for the Pacific Maritime ecozone
177,14,1,100,generic 65% mortality - Montane Cordillera ecozone,generic 65% mortality - Disturbance Matrix for the Montane Cordillera ecozone
177,15,1,100,generic 65% mortality - Hudson Plains ecozone,generic 65% mortality - Disturbance Matrix for the Hudson Plains ecozone
177,16,1,100,generic 65% mortality - Taiga Shield East ecozone,generic 65% mortality - Disturbance Matrix for the Taiga Shield East ecozone
177,17,1,100,generic 65% mortality - Boreal Shield East ecozone,generic 65% mortality - Disturbance Matrix for the Boreal Shield East ecozone
177,18,1,100,generic 65% mortality - Praires ecozone,generic 65% mortality - Disturbance Matrix for the Praires ecozone
178,4,1,101,generic 70% mortality - Taiga Plains ecozone,generic 70% mortality - Disturbance Matrix for the Taiga Plains ecozone
178,5,1,101,generic 70% mortality - Taiga Shield West ecozone,generic 70% mortality - Disturbance Matrix for the Taiga Shield West ecozone
178,6,1,101,generic 70% mortality - Boreal Shield West ecozone,generic 70% mortality - Disturbance Matrix for the Boreal Shield West ecozone
178,7,1,101,generic 70% mortality - Atlantic Maritime ecozone,generic 70% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
178,8,1,101,generic 70% mortality - Mixedwood Plains ecozone,generic 70% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
178,9,1,101,generic 70% mortality - Boreal Plains ecozone,generic 70% mortality - Disturbance Matrix for the Boreal Plains ecozone
178,10,1,101,generic 70% mortality - Praires ecozone,generic 70% mortality - Disturbance Matrix for the Praires ecozone
178,11,1,101,generic 70% mortality - Taiga Cordillera ecozone,generic 70% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
178,12,1,101,generic 70% mortality - Boreal Cordillera ecozone,generic 70% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
178,13,1,101,generic 70% mortality - Pacific Maritime ecozone,generic 70% mortality - Disturbance Matrix for the Pacific Maritime ecozone
178,14,1,101,generic 70% mortality - Montane Cordillera ecozone,generic 70% mortality - Disturbance Matrix for the Montane Cordillera ecozone
178,15,1,101,generic 70% mortality - Hudson Plains ecozone,generic 70% mortality - Disturbance Matrix for the Hudson Plains ecozone
178,16,1,101,generic 70% mortality - Taiga Shield East ecozone,generic 70% mortality - Disturbance Matrix for the Taiga Shield East ecozone
178,17,1,101,generic 70% mortality - Boreal Shield East ecozone,generic 70% mortality - Disturbance Matrix for the Boreal Shield East ecozone
178,18,1,101,generic 70% mortality - Praires ecozone,generic 70% mortality - Disturbance Matrix for the Praires ecozone
179,4,1,102,generic 75% mortality - Taiga Plains ecozone,generic 75% mortality - Disturbance Matrix for the Taiga Plains ecozone
179,5,1,102,generic 75% mortality - Taiga Shield West ecozone,generic 75% mortality - Disturbance Matrix for the Taiga Shield West ecozone
179,6,1,102,generic 75% mortality - Boreal Shield West ecozone,generic 75% mortality - Disturbance Matrix for the Boreal Shield West ecozone
179,7,1,102,generic 75% mortality - Atlantic Maritime ecozone,generic 75% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
179,8,1,102,generic 75% mortality - Mixedwood Plains ecozone,generic 75% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
179,9,1,102,generic 75% mortality - Boreal Plains ecozone,generic 75% mortality - Disturbance Matrix for the Boreal Plains ecozone
179,10,1,102,generic 75% mortality - Praires ecozone,generic 75% mortality - Disturbance Matrix for the Praires ecozone
179,11,1,102,generic 75% mortality - Taiga Cordillera ecozone,generic 75% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
179,12,1,102,generic 75% mortality - Boreal Cordillera ecozone,generic 75% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
179,13,1,102,generic 75% mortality - Pacific Maritime ecozone,generic 75% mortality - Disturbance Matrix for the Pacific Maritime ecozone
179,14,1,102,generic 75% mortality - Montane Cordillera ecozone,generic 75% mortality - Disturbance Matrix for the Montane Cordillera ecozone
179,15,1,102,generic 75% mortality - Hudson Plains ecozone,generic 75% mortality - Disturbance Matrix for the Hudson Plains ecozone
179,16,1,102,generic 75% mortality - Taiga Shield East ecozone,generic 75% mortality - Disturbance Matrix for the Taiga Shield East ecozone
179,17,1,102,generic 75% mortality - Boreal Shield East ecozone,generic 75% mortality - Disturbance Matrix for the Boreal Shield East ecozone
179,18,1,102,generic 75% mortality - Praires ecozone,generic 75% mortality - Disturbance Matrix for the Praires ecozone
180,4,1,103,generic 80% mortality - Taiga Plains ecozone,generic 80% mortality - Disturbance Matrix for the Taiga Plains ecozone
180,5,1,103,generic 80% mortality - Taiga Shield West ecozone,generic 80% mortality - Disturbance Matrix for the Taiga Shield West ecozone
180,6,1,103,generic 80% mortality - Boreal Shield West ecozone,generic 80% mortality - Disturbance Matrix for the Boreal Shield West ecozone
180,7,1,103,generic 80% mortality - Atlantic Maritime ecozone,generic 80% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
180,8,1,103,generic 80% mortality - Mixedwood Plains ecozone,generic 80% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
180,9,1,103,generic 80% mortality - Boreal Plains ecozone,generic 80% mortality - Disturbance Matrix for the Boreal Plains ecozone
180,10,1,103,generic 80% mortality - Praires ecozone,generic 80% mortality - Disturbance Matrix for the Praires ecozone
180,11,1,103,generic 80% mortality - Taiga Cordillera ecozone,generic 80% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
180,12,1,103,generic 80% mortality - Boreal Cordillera ecozone,generic 80% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
180,13,1,103,generic 80% mortality - Pacific Maritime ecozone,generic 80% mortality - Disturbance Matrix for the Pacific Maritime ecozone
180,14,1,103,generic 80% mortality - Montane Cordillera ecozone,generic 80% mortality - Disturbance Matrix for the Montane Cordillera ecozone
180,15,1,103,generic 80% mortality - Hudson Plains ecozone,generic 80% mortality - Disturbance Matrix for the Hudson Plains ecozone
180,16,1,103,generic 80% mortality - Taiga Shield East ecozone,generic 80% mortality - Disturbance Matrix for the Taiga Shield East ecozone
180,17,1,103,generic 80% mortality - Boreal Shield East ecozone,generic 80% mortality - Disturbance Matrix for the Boreal Shield East ecozone
180,18,1,103,generic 80% mortality - Praires ecozone,generic 80% mortality - Disturbance Matrix for the Praires ecozone
181,4,1,104,generic 85% mortality - Taiga Plains ecozone,generic 85% mortality - Disturbance Matrix for the Taiga Plains ecozone
181,5,1,104,generic 85% mortality - Taiga Shield West ecozone,generic 85% mortality - Disturbance Matrix for the Taiga Shield West ecozone
181,6,1,104,generic 85% mortality - Boreal Shield West ecozone,generic 85% mortality - Disturbance Matrix for the Boreal Shield West ecozone
181,7,1,104,generic 85% mortality - Atlantic Maritime ecozone,generic 85% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
181,8,1,104,generic 85% mortality - Mixedwood Plains ecozone,generic 85% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
181,9,1,104,generic 85% mortality - Boreal Plains ecozone,generic 85% mortality - Disturbance Matrix for the Boreal Plains ecozone
181,10,1,104,generic 85% mortality - Praires ecozone,generic 85% mortality - Disturbance Matrix for the Praires ecozone
181,11,1,104,generic 85% mortality - Taiga Cordillera ecozone,generic 85% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
181,12,1,104,generic 85% mortality - Boreal Cordillera ecozone,generic 85% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
181,13,1,104,generic 85% mortality - Pacific Maritime ecozone,generic 85% mortality - Disturbance Matrix for the Pacific Maritime ecozone
181,14,1,104,generic 85% mortality - Montane Cordillera ecozone,generic 85% mortality - Disturbance Matrix for the Montane Cordillera ecozone
181,15,1,104,generic 85% mortality - Hudson Plains ecozone,generic 85% mortality - Disturbance Matrix for the Hudson Plains ecozone
181,16,1,104,generic 85% mortality - Taiga Shield East ecozone,generic 85% mortality - Disturbance Matrix for the Taiga Shield East ecozone
181,17,1,104,generic 85% mortality - Boreal Shield East ecozone,generic 85% mortality - Disturbance Matrix for the Boreal Shield East ecozone
181,18,1,104,generic 85% mortality - Praires ecozone,generic 85% mortality - Disturbance Matrix for the Praires ecozone
182,4,1,105,generic 90% mortality - Taiga Plains ecozone,generic 90% mortality - Disturbance Matrix for the Taiga Plains ecozone
182,5,1,105,generic 90% mortality - Taiga Shield West ecozone,generic 90% mortality - Disturbance Matrix for the Taiga Shield West ecozone
182,6,1,105,generic 90% mortality - Boreal Shield West ecozone,generic 90% mortality - Disturbance Matrix for the Boreal Shield West ecozone
182,7,1,105,generic 90% mortality - Atlantic Maritime ecozone,generic 90% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
182,8,1,105,generic 90% mortality - Mixedwood Plains ecozone,generic 90% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
182,9,1,105,generic 90% mortality - Boreal Plains ecozone,generic 90% mortality - Disturbance Matrix for the Boreal Plains ecozone
182,10,1,105,generic 90% mortality - Praires ecozone,generic 90% mortality - Disturbance Matrix for the Praires ecozone
182,11,1,105,generic 90% mortality - Taiga Cordillera ecozone,generic 90% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
182,12,1,105,generic 90% mortality - Boreal Cordillera ecozone,generic 90% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
182,13,1,105,generic 90% mortality - Pacific Maritime ecozone,generic 90% mortality - Disturbance Matrix for the Pacific Maritime ecozone
182,14,1,105,generic 90% mortality - Montane Cordillera ecozone,generic 90% mortality - Disturbance Matrix for the Montane Cordillera ecozone
182,15,1,105,generic 90% mortality - Hudson Plains ecozone,generic 90% mortality - Disturbance Matrix for the Hudson Plains ecozone
182,16,1,105,generic 90% mortality - Taiga Shield East ecozone,generic 90% mortality - Disturbance Matrix for the Taiga Shield East ecozone
182,17,1,105,generic 90% mortality - Boreal Shield East ecozone,generic 90% mortality - Disturbance Matrix for the Boreal Shield East ecozone
182,18,1,105,generic 90% mortality - Praires ecozone,generic 90% mortality - Disturbance Matrix for the Praires ecozone
183,4,1,106,generic 95% mortality - Taiga Plains ecozone,generic 95% mortality - Disturbance Matrix for the Taiga Plains ecozone
183,5,1,106,generic 95% mortality - Taiga Shield West ecozone,generic 95% mortality - Disturbance Matrix for the Taiga Shield West ecozone
183,6,1,106,generic 95% mortality - Boreal Shield West ecozone,generic 95% mortality - Disturbance Matrix for the Boreal Shield West ecozone
183,7,1,106,generic 95% mortality - Atlantic Maritime ecozone,generic 95% mortality - Disturbance Matrix for the Atlantic Maritime ecozone
183,8,1,106,generic 95% mortality - Mixedwood Plains ecozone,generic 95% mortality - Disturbance Matrix for the Mixedwood Plains ecozone
183,9,1,106,generic 95% mortality - Boreal Plains ecozone,generic 95% mortality - Disturbance Matrix for the Boreal Plains ecozone
183,10,1,106,generic 95% mortality - Praires ecozone,generic 95% mortality - Disturbance Matrix for the Praires ecozone
183,11,1,106,generic 95% mortality - Taiga Cordillera ecozone,generic 95% mortality - Disturbance Matrix for the Taiga Cordillera ecozone
183,12,1,106,generic 95% mortality - Boreal Cordillera ecozone,generic 95% mortality - Disturbance Matrix for the Boreal Cordillera ecozone
183,13,1,106,generic 95% mortality - Pacific Maritime ecozone,generic 95% mortality - Disturbance Matrix for the Pacific Maritime ecozone
183,14,1,106,generic 95% mortality - Montane Cordillera ecozone,generic 95% mortality - Disturbance Matrix for the Montane Cordillera ecozone
183,15,1,106,generic 95% mortality - Hudson Plains ecozone,generic 95% mortality - Disturbance Matrix for the Hudson Plains ecozone
183,16,1,106,generic 95% mortality - Taiga Shield East ecozone,generic 95% mortality - Disturbance Matrix for the Taiga Shield East ecozone
183,17,1,106,generic 95% mortality - Boreal Shield East ecozone,generic 95% mortality - Disturbance Matrix for the Boreal Shield East ecozone
183,18,1,106,generic 95% mortality - Praires ecozone,generic 95% mortality - Disturbance Matrix for the Praires ecozone
184,4,1,107,25% Commercial thinning - Taiga Plains ecozone,25% Commercial thinning - Disturbance Matrix for the Taiga Plains ecozone
184,5,1,107,25% Commercial thinning - Taiga Shield West ecozone,25% Commercial thinning - Disturbance Matrix for the Taiga Shield West ecozone
184,6,1,107,25% Commercial thinning - Boreal Shield West ecozone,25% Commercial thinning - Disturbance Matrix for the Boreal Shield West ecozone
184,7,1,107,25% Commercial thinning - Atlantic Maritime ecozone,25% Commercial thinning - Disturbance Matrix for the Atlantic Maritime ecozone
